respnum,intdate,gendr,q1,q2a,q2b,q3a,q3b,q3c,q3d,q3e,q3f,q3g,q4a,q4b,q4c,q4d,q4e,q5a,q5b,q5c,q5d,q5e,q5f,q6,q6a,q8a,q8b,q91,q92,q93,q94,q98,q99,q910,q911,q911a,q912,q10,q11a,q11b,q12,q131,q132,q133,q134,q138,q139,q1310,q13a0,q1311,q1312,q13a2,q14,q15,q16a,q16b,q16c,q17,q181,q182,q183,q184,q189,q1810,q1811,q1814,q1815,q19,q201,q202,q203,q204,q209,q2010,q2011,q2014,q2015,q2016,q21,q221,q222,q223,q224,q229,q2210,q2211,q2214,q2215,q2216,q23,q23aa,q23ab,q23a,q23b,q23c,q23d,q23ea,q23eb,q23ec,q23ed,q23ee,q23ef,q23e,q23e1,q23f,q23f1,q23fg,q23h,q24,q25b,q26,q28,q28y,q28m,q30a,q31,q32,q33,q34,q35,q37,wt,filter_$
21003028,20021006,1,9,0,2,0,0,.108166576527853,0,0,0,0,0,0,0,0,.108166576527853,0,0,.108166576527853,0,0,0,8,8,5,10,10,10,10,8,10,10,10,10, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, ,5,5,8,8,8,10,10,10,10, ,2, ,2, , ,1,2,1,3,3, , ,5,4,2,4,1,5,9,.572112999874763,0
21000573,20021007,1,15,18, ,18,0,0,0,0,0,0,3,5,0,7,3,10,4,0,0,0,4,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2,22,8, ,4,1,10,10,2,3,9,5,98,4, , , , , , , , , , , , , , , , , , , , , , ,3,1,1,1,1,3,3,10,9,10,8,10, ,1,3,2, , ,2,1,2,3,1,7, ,4,6,2,3,1,3,2,1.5123709334204,1
21000753,20021007,2,15,0,4,.216333153055706,0,0,0,0,0,0,0,.216333153055706,0,0,0,0,0,.0540832882639265,.162249864791779,0,0,9,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,22, , ,9,9,8,8,8,6,8,8,9,7, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,8,5,7,4,9,9,9,7,9, ,1,6,1,8, ,4,1,1,1,1,25, ,5,5,5,3,4,5,9,1.11511324198258,1
21001086,20021007,2,14,10, ,0,10,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,8,8, , , , , , , , , , , , ,3,17,95,8,8,9,9,7,7,7,7, ,7,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,2, ,9,9,9,97,10,5,10,97,9, ,2, ,2, , ,4,2,1,3,1,5, ,5,5,4,4,1,3,98,1.13036033611129,1
21001495,20021007,2,15,10, ,7,0,0,3,0,0,0,3,2,5,0,0,0,0,4,2,4,0,6,6, , , , , , , , , , , , ,5,6,13,5,2,2,1,6,4,5,3,1,3,4,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,7,3,1,7,6,7,10,10,8,10, ,2, ,2, , ,95,1,2,3,1,6, ,5,3,1,5,6,5,1,1.30496875774186,0
21001526,20021007,2,14,2, ,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,8,8, , , , , , , , , , , , ,5,20,15,7,6,10,10,6,7,6,8, ,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,9,9,8,7,8,9,7,9,8,9, ,1,5,2, , ,1,3,1,3,1,14, ,5,5,2,4,5,2,98,1.13036033611129,0
21001574,20021007,2,15,6, ,6,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,7,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,410,98, ,7,6,9,8,5,5,7,7,7,5, , , , , , , , , , , , , , , , , , , , , , ,4,1,5,4,8,9,3,9,9,10,10,10, ,1,8,1,8, ,4,2,2,1,2, ,1,4,5,2,1,2,2,1,1.30856716553541,0
21001619,20021007,2,12,2, ,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,7,3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,2, , ,10,7,10,7,7,8,8,10,10,7, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,7,4,8,7,8,8,8,8,8, ,2, ,2, , ,1,1,2,2,1,4, ,4,4,1,5,1,3,3,.28110359506774,0
21001628,20021007,2,4,2, ,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,9,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,923, , ,10,10,10,10,8,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,5,2, ,10,10,10,10,10,10,10,10,10, ,2, ,2, , ,1,1,1,1,1,2, ,5,5,3,1,3,2,6,1.465512699707,1
21002077,20021007,2,15,0,6,.324499729583559,0,0,0,0,0,0,.108166576527853,0,.216333153055706,0,0,0,0,0,.324499729583559,0,0,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,9,926, ,97,9,9,8,3,2,8,2,9,5, , , , , , , , , , , , , , , , , , , , , , ,1,2, ,5,97,3,4,10,5,10,7,10, ,2, ,2, , ,1,1,2,3,1,13, ,5,3,1,6,6,5,98,1.30496875774186,0
21002179,20021007,1,9,0,5,0,0,.270416441319632,0,0,0,0,0,0,.162249864791779,0,.108166576527853,0,0,.108166576527853,0,.162249864791779,0,10,5,5,10,10,10,10,10,10,10,10,10, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2, ,10,10,10,10,1,10,10,7,10, ,2, ,1,10, ,1,2,1,3,1,10, ,5,5,4,2,1,4,1,.741122528278133,1
21002449,20021007,2,7,6, ,0,6,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,0,8,10, , , , , , , , , , , , ,5,95,95,8,6,10,10,6,8,10,6, ,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2, ,6,10,10,8,8,10,10,10,10, ,1,6,2, , ,1,2,1,3,1,20, ,5,4,2,3,1,2,9,.82894695208829,0
21002771,20021007,1,9,4, ,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,7,8,2,8,8,7,8,8,7,8,9,8, ,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,8,7,7,7,7,9,8,8,9,8, ,2, ,2, , ,1,2,1,3,3, , ,5,5,1,6,2,3,4,.397585784491025,0
21003308,20021007,2,13,8, ,8,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,602, , ,8,9,10,10,8,9,10,10,10,8, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,10,10,8,7,97,10,10,10,10, ,2, ,2, , ,4,3,1,3,1,20, ,95,4,1,5,1,3,98,.28110359506774,1
21003322,20021007,2,17,0,2,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,250, , ,8,7,10,10,3,9,9,9,9,3, , , , , , , , , , , , , , , , , , , , , , ,5,2, ,3,2,7,5,10,3,10,6,10, ,2, ,1,6, ,1,2,1,3,1,25, ,4,3,2,4,5,2,9,.222246780029987,1
21001830,20021008,2,14,0,2,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,0,0,.108166576527853,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,321,316, ,97,6,6,97,3,5,8,8,8,5, , , , , , , , , , , , , , , , , , , , , , ,97,2, ,8,97,8,8,10,10,10,8,10, ,1,9,2, ,1,1,1,1,2,1,65, ,4,5,2,6,6,2,98,1.46978688280814,0
21001858,20021008,1,15,0,2,.108166576527853,0,0,0,0,0,0,0,0,.0540832882639265,.0540832882639265,0,0,0,0,.108166576527853,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,3,9, ,8,9,10,10,10,8,8,5,7,7, , , , , , , , , , , , , , , , , , , , , , ,6,1,10,10,10,10,6,5,10,6,5,10, ,2, ,2, ,2,1,1,1,2,1,4, ,5,5,1,3,1,5,6,1.5123709334204,0
21001933,20021008,1,15,4, ,2,2,0,0,0,0,0,0,0,1,3,0,1,0,0,3,0,0,8,7, , , , , , , , , , , , ,5,2,4,10,10,8,9,9,8,8,97, ,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,8,7,5,7,8,7,9,6,8, ,1,7,2, ,3,1,1,2,3,1,20, ,4,4,2,1,1,3,9,1.67642018034218,1
21002345,20021008,2,15,10, ,10,0,0,0,0,0,0,5,0,0,5,0,10,0,0,0,0,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,6,50, ,1,3,2,3,1,1,1,5,3,1, , , , , , , , , , , , , , , , , , , , , , ,5,1,5,5,1,5,3,5,10,7,8,10, ,1,5,1,7,3,1,1,2,1,2, ,6,5,1,2,2,1,5,3,1.30856716553541,0
21002698,20021008,1,7,4, ,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,112,110, ,10,10,10,10,10,10,10,10,9,10, , , , , , , , , , , , , , , , , , , , , , ,5,1,8,8,10,8,10,8,10,10,10,10, ,1,10,2, ,1,1,2,2,3,1,5, ,5,5,1,6,6,3,2,1.72922227818694,1
21002745,20021008,2,1,8, ,0,8,0,0,0,0,0,4,0,4,0,0,8,0,0,0,0,0,6,5, , , , , , , , , , , , ,1,9,2,7,10,9,9,9,6,7,7, ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,10,10,8,7,10,10,10,8,10, ,1,7,2, ,1,2,1,2,3,1,3, ,5,4,5,4,1,5,3,.82894695208829,0
21002670,20021009,1,1,0,2,0,.108166576527853,0,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,.108166576527853,0,6,5, , , , , , , , , , , , ,4,4,12,8,5,97,7,6,7,9,7, ,9,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,8,6,6,8,10,10,10,8,9, ,2, ,2, ,3,1,2,1,3,1,25, ,4,3,2,3,1,3,6,1.36118995391388,0
21003031,20021009,2,7,0,7,0,.324499729583559,0,.0540832882639265,0,0,0,0,0,.0540832882639265,0,.324499729583559,0,.324499729583559,0,0,.0540832882639265,0,10,10, , , , , , , , , , , , ,3,15,17,10,6,10,10,10,10,10,6, ,98,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,6,6,6,6,8,10,10,8,8, ,1,10,2, ,1,1,2,2,3,2, ,2,5,5,2,4,2,3,98,.82894695208829,1
21003110,20021009,1,15,0,2,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,7,8,3,9,8,7,7,9,8,9,8,9, ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,8,7,7,8,8,9,10,10,8,10, ,1,8,1,7,3,1,2,1,3,1,2, ,5,3,2,2,1,5,9,1.67642018034218,1
21003146,20021009,2,15,1, ,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,26, , ,10,10,10,8,10,9,9,9,9,5, , , , , , , , , , , , , , , , , , , , , , ,6,1,7,7,9,7,8,10,10,10,10,10, ,2, ,2, ,3,1,1,1,3,3, , ,5,4,2,5,2,5,98,1.30496875774186,0
21003265,20021009,2,15,0,2,.108166576527853,0,0,0,0,0,0,0,.0540832882639265,.0540832882639265,0,0,0,0,.108166576527853,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,926,926, ,5,10,10,5,8,9,9,1,5,5, , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,10,1,4,1,10,10,10,10, ,2, ,2, ,3,1,1,2,2,3, , ,2,1,2,4,98,3,98,1.11511324198258,1
21003554,20021009,1,2,0,6,0,.324499729583559,0,0,0,0,0,0,0,.216333153055706,.108166576527853,0,0,0,0,.324499729583559,0,0,10,7, , , , , , , , , , , , ,3,30,8,10,9,8,8,8,10,10,10, ,97,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,2, ,6,9,8,7,5,7,10,7,10, ,1,8,2, ,1,1,2,97,3,2, ,4,4,4,5,1,1,3,2,.967156831087096,1
21003580,20021009,2,2,3, ,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,924, , ,9,8,9,9,9,8,9,7,8,8, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,9,9,8,8,7,9,9,10,9, ,2, ,2, ,1,1,1,2,3,1,4, ,5,5,5,1,3,1,2,.933254594546236,1
21003979,20021009,1,12,4, ,4,0,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,7,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,401, , ,6,7,10,9,8,8,10,8,9,10, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,6,7,9,8,6,5,9,8,7, ,1,5,1,10,1,4,1,1,1,1,6, ,4,4,3,1,2,2,4,.817762853411103,0
21004507,20021009,2,9,0,6,0,0,0,0,0,.324499729583559,0,.0540832882639265,.0540832882639265,0,.216333153055706,0,0,0,.108166576527853,0,.216333153055706,0,5,3,2,7,7,10,8,8,8,8,8,6, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,5,3,5,5,3,10,8,10,5,10, ,1,3,1,3,3,1,2,1,3,1,13, ,4,2,1,3,1,5,4,.63883443512031,0
21001687,20021010,2,15,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,8,8, , , , , , , , , , , , ,3,2,5,10,6,9,8,9,10,10,5,2,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,7,9,7,8,9,10,10,10,10,10, ,2, ,2, ,1,2,1,1,1,1,5, ,3,5,4,3,1,5,4,1.11511324198258,0
21002907,20021010,1,15,6, ,5,1,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,5,5, , , , , , , , , , , , ,3,4,6,6,1,10,10,1,6,5,4,2,9,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2, ,1,2,2,1,1,10,10,10,10, ,2, ,2, ,3,1,1,1,2,1,7, ,3,1,1,2,1,5,4,1.67642018034218,0
21003510,20021010,2,7,1, ,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,8, , , , , , , , , , , , ,2,14,15,9,2,8,8,9,8,8,3,2,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,5,5,5,7,6,9,9,9,10,9, ,1,7,2, ,1,1,1,2,3,1,80, ,2,5,1,6,6,1,98,1.11411730059015,1
21003679,20021010,2,2,14, ,0,0,0,14,0,0,0,7,0,7,0,0,0,14,0,0,0,0,8,7, , , , , , , , , , , , ,3,21,30,10,10,9,8,10,9,10,10, ,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,7,10,9,8,10,10,10,10,10,10, ,2, ,2, ,1,1,3,2,1,2, ,3,5,5,2,1,2,2,1,.933254594546236,1
21005395,20021010,1,9,6, ,2,0,0,0,0,0,4,0,2,0,4,0,0,0,0,2,4,0,10,10,4,10,10,7,10,10,10,10,10,10, ,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,8,8,8,10,8,10,10,10,10,10, ,2, ,1,10,1,1,2,1,3,3, , ,5,4,1,5,1,2,4,.397585784491025,0
21001677,20021011,1,17,20, ,18,0,2,0,0,0,0,3,15,2,0,0,0,0,20,0,0,0,1,1,1,7,9,7,5,5,7,9,5,7, ,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,2,4,2,9,1,10,5,10,1, ,1,5,2, ,3,2,2,2,3,1,5, ,5,6,3,4,4,5,2,.239113650122803,0
21002724,20021011,2,15,5, ,5,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,2,0,2,6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,22,99, ,9,9,8,8,8,8,8,8,9,9, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,4,7,2,3,10,8,10,8,10, ,2, ,1,9,1,4,1,2,3,1,3, ,5,5,2,4,2,5,5,1.11511324198258,0
21003448,20021011,1,15,10, ,2,0,0,8,0,0,0,5,5,0,0,0,10,0,0,0,0,0,7,4, , , , , , , , , , , , ,2,9,2,8,9,8,7,8,9,9,7, ,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,8,4,7,8,6,10,8,10,9,10, ,2, ,2, ,1,4,1,1,3,1,6, ,4,4,5,2,2,2,3,1.67642018034218,1
21003729,20021011,2,1,14, ,14,0,0,0,0,0,0,0,12,2,0,0,0,10,4,0,0,0,8,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,926, , ,7,7,8,7,7,8,8,8,7,8, , , , , , , , , , , , , , , , , , , , , , ,7,2, ,6,6,7,6,7,9,8,6,8, ,1,9,1,10,1,2,1,2,1,1,2, ,4,4,4,1,3,4,3,1.72066710758586,1
21003984,20021011,1,7,6, ,6,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,4,0,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,106, , ,4,5,10,10,7,2,7,7,4,4, , , , , , , , , , , , , , , , , , , , , , ,3,1,2,7,7,6,4,2,8,10,10,10, ,1,97,2, ,1,2,2,2,3,2, ,15,97,4,1,6,6,1,3,1.72922227818694,1
21004414,20021011,2,6,0,2,.108166576527853,0,0,0,0,0,0,0,.108166576527853,0,0,0,0,0,0,.108166576527853,0,0,6,9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,701,153, ,9,9,9,9,9,10,8,5,6,8, , , , , , , , , , , , , , , , , , , , , , ,7,1,9,9,7,8,8,7,8,8,8,9, ,1,10,2, ,1,1,2,1,2,1,20, ,5,5,2,4,1,3,4,.55794390481619,0
21004578,20021011,2,2,2, ,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,10,7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,151, , ,10,8,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,10,8,10,6,10,10,10,10,7, ,2, ,2, ,1,1,1,1,3,1,30, ,5,1,2,6,6,1,98,.497335451815354,1
21006011,20021011,2,9,3, ,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,921,921, ,10,10,98,10,10,97,6,98,10,97, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,1,5,97,97,5,7,5,5,7, ,2, ,2, ,1,2,1,1,2,1,47, ,5,5,1,6,6,4,1,.490464369915274,1
21011936,20021011,2,17,8, ,8,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,927, , ,8,10,10,10,9,10,97,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,7,1,5,6,10,10,10,5,5,10,10,10, ,2, ,2, ,1,1,1,2,3,1,6, ,3,5,3,1,3,1,97,.247168085016787,1
21001475,20021012,2,15,10, ,10,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,22, , ,10,10,10,10,10,10,10,10,10,10, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,5,10,10,10,5,10,5,10,10, ,2, ,2, ,2,4,1,1,3,1,2, ,4,5,3,2,1,3,3,1.30856716553541,0
21001564,20021012,2,11,0,4,0,0,0,.216333153055706,0,0,0,.108166576527853,.0540832882639265,.0540832882639265,0,0,.216333153055706,0,0,0,0,0,8,8, , , , , , , , , , , , ,2,2,19,8,2,8,8,5,8,8,4,2,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1,8,6,7,7,8,9,8,8,8,9, ,2, ,1,10,1,1,3,1,3,3, , ,4,4,2,4,1,4,6,.55794390481619,0
21003389,20021012,1,15,0,1,0,.0540832882639265,0,0,0,0,0,.0540832882639265,0,0,0,0,.0540832882639265,0,0,0,0,0,3,97, , , , , , , , , , , , ,1,19,11,5,97,8,8,1,8,8,1,2,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2, ,8,8,6,8,7,8,10,6,6, ,2, ,2, ,3,1,3,1,3,1,2, ,4,3,3,3,2,2,98,1.5123709334204,1
21003432,20021012,1,14,10, ,0,10,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,8,8, , , , , , , , , , , , ,3,4,17,8,97,8,6,10,6,8,97, ,97,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,6,3,8,97,8,5,8,1,1, ,2, ,1,7,1,2,3,1,3,1,2, ,4,4,5,3,1,5,9,1.05224452944182,0
21003629,20021012,1,15,2, ,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,3,926, ,4,97,5,5,2,7,97,8,6,3, , , , , , , , , , , , , , , , , , , , , , ,6,1,6,4,5,3,3,9,8,8,6,8, ,1,4,2, ,1,1,1,1,3,1,8, ,5,5,1,2,1,4,5,1.67642018034218,0
21003666,20021012,1,14,8, ,0,7,0,1,0,0,0,4,0,3,0,1,8,0,0,0,0,0,9,9, , , , , , , , , , , , ,5,20,1,9,2,7,6,2,9,8,4,2,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,2, ,7,4,6,6,8,8,8,8,8, ,2, ,2, ,1,1,3,1,1,2, ,2,4,4,2,5,1,2,6,1.67119980880848,0
21003771,20021012,2,15,10, ,3,0,0,7,0,0,0,4,0,6,0,0,8,0,0,2,0,0,8,8, , , , , , , , , , , , ,3,9,3,10,10,10,10,9,10,10,10, ,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,1,8,7,7,8,5,10,7,10,9,9, ,1,9,2, ,1,4,2,2,3,1,5, ,4,5,1,5,2,5,6,1.30496875774186,0
21004022,20021012,2,15,15, ,15,0,0,0,0,0,0,0,6,5,0,4,10,0,4,1,0,0,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,15,25, ,9,10,10,10,10,10,9,10,10,4, , , , , , , , , , , , , , , , , , , , , , ,10,2, ,2,1,4,4,10,10,10,10,10, ,2, ,1,8,1,4,1,1,3,1,13, ,5,5,3,4,1,5,2,1.11511324198258,1
21004045,20021012,2,15,10, ,10,0,0,0,0,0,0,0,4,4,0,2,0,8,0,1,1,0,8,10, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,6,10,99,9,5,9,9,3,6,6,7,3,6, , , , , , , , , , , , , , , , , , , , , , ,7,1,2,7,3,6,6,7,5,8,8,10, ,1,7,2, ,1,2,1,1,1,1,20, ,5,5,2,5,3,5,3,1.30496875774186,0
21004224,20021012,2,7,6, ,0,0,0,6,0,0,0,2,4,0,0,0,0,0,4,2,0,0,8,10, , , , , , , , , , , , ,1,14,3,10,5,10,8,7,10,9,5,2,9,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,1,3,5,5,6,10,10,10,10,10, ,1,4,2, ,1,2,1,2,3,1,60, ,5,5,1,6,6,2,98,1.11411730059015,0
21004229,20021012,2,1,2, ,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,7,7, , , , , , , , , , , , ,5,25,4,7,5,8,8,7,8,8,3,1,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,97,2, ,5,4,7,5,7,7,7,7,7, ,2, ,2, ,3,1,2,1,3,3, , ,4,4,3,4,2,5,9,.82894695208829,1
21004416,20021012,2,15,24, ,14,10,0,0,0,0,0,12,0,12,0,0,20,0,4,0,0,0,1,1, , , , , , , , , , , , ,4,13,2,3,98,4,3,1,5,7,1,2,3,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,3,2,1,5,1,10,10,7,10, ,2, ,1,6,3,2,2,2,3,2, ,11,4,1,1,4,1,5,1,1.11511324198258,1
21004568,20021012,1,15,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,5,5, , , , , , , , , , , , ,1,6,1,7,7,8,8,6,8,7,7, ,6,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,4,5,6,5,5,4,7,8,7,8, ,1,6,2, ,3,2,1,2,3,1,5, ,2,4,1,5,1,5,5,1.49881199847091,0
21004629,20021012,2,15,1, ,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,926, , ,5,7,7,7,4,5,5,7,7,5, , , , , , , , , , , , , , , , , , , , , , ,6,2, ,7,7,7,8,7,8,8,7,8, ,2, ,2, ,2,1,1,1,3,3, , ,97,3,1,6,6,2,4,1.30496875774186,0
21004799,20021012,2,2,0,14,0,.75716603569497,0,0,0,0,0,.75716603569497,0,0,0,0,.75716603569497,0,0,0,0,0,8,7, , , , , , , , , , , , ,3,3,29,7,6,5,6,4,8,9,7, ,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,2, ,7,6,6,7,5,6,7,2,7, ,2, ,1,7,1,1,2,1,1,1,1, ,5,3,2,2,1,3,9,.933254594546236,1
21004820,20021012,1,7,2, ,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,7,7, , , , , , , , , , , , ,3,2,14,9,97,8,8,8,8,8,97, ,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,2, ,7,97,7,9,8,4,8,5,8, ,2, ,2, ,1,1,2,1,1,1,5, ,5,5,3,5,1,5,9,1.72922227818694,0
21005180,20021012,2,15,0,4,.162249864791779,0,0,.0540832882639265,0,0,0,0,.162249864791779,.0540832882639265,0,0,0,0,.0540832882639265,0,.162249864791779,0,7,7, , , , , , , , , , , , ,3,30,2,8,8,6,5,6,8,8,5,2,5,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,1,4,5,8,7,8,97,5,8,5,8, ,1,8,2, ,1,1,1,97,2,1,4, ,5,5,2,3,5,3,9,1.11511324198258,0
21005341,20021012,1,11,10, ,0,0,0,10,0,0,0,5,0,5,0,0,10,0,0,0,0,0,5,7, , , , , , , , , , , , ,3,2,1,8,8,5,6,7,8,7,97, ,8,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2, ,7,6,5,2,10,10,8,10,10, ,2, ,1,8,1,3,3,1,1,1,8, ,5,4,4,4,4,3,4,.735029581721438,0
